content	title	tags	datetime	votes	user	expertise	medal	n_comments	n_appreciation_comments	id	forum	domains
Hello  I am new to Kaggle and I am trying to figure out how to host a competition for a neuroengineering symposium using research data. Based on the nature of the competition  I think the most appropriate type would be a  Research  competition. We would also like to enforce code submission  making it a  Research Code Competition . However  when creating the competition  I couldn t find any options related to this. I am unsure if it is even possible to host this type of competition for free. I would greatly appreciate any help with these issues. Could someone please guide me on how to set up a Research Code Competition on Kaggle? Is it possible to host this type of competition for free? Thank you in advance for your help. Best regards	How to host a Research Code Competition?		2023-03-24T15:37:56+00:00	4	gerncioo	Contributor	bronze	2	0	397211	competition-hosting	['General']
Dear kagglers  Here is a helper script which should write out the four required kaggle Community competition files from a tabular dataframe called  CODE . When working locally  for example  not from within a kaggle notebook   CODE  along with  CODE  I hope this helps to make it even easier to create ones own  Community competition   URL  All the best   carl	Helper script to create the Kaggle Community competition files from a tabular dataset		2023-04-28T12:38:17+00:00	9	carlmcbrideellis	Grandmaster	silver	4	0	405587	competition-hosting	['General']
I am fairly new at data science in general but I want to host a competition as kind of a side project. In this competition  your task is to analyze different clothing items and predict how well they match each other in terms of style. Given a set of clothing items  your goal is to predict the corresponding rating count  which measures how stylish the combination of clothing items is. Solution file      URL  Sample submission       URL  test       URL  Dataset       URL  Train data       URL  I ve decided to use F-1 as a scoring metric because I m not quite shure what to use. I have no idea what I m doing   a nudge would be nice   if everything is incorrect telll me and I ll try again  just dont want to be wasting my time	Please give me a nudge in the right direction		2023-04-22T16:15:27+00:00	1	ianfaasen	Contributor		0	0	403351	competition-hosting	['General']
is there any NLP expert or NLP kagglers here? i want to organize a kaggle community competition to learn to remake chatGPT   pretraining  GPT  i.e. generate the next word    re-enforcement learning PPO for natural conversation   there has been some work here     a part from learning how chatGPT work  my other objective is to see how we can feed in new data   e.g. website product information   so that ChatGPT can be customised. if you are interested  please PM me  thanks	chatGPT like community competition?		2023-02-12T13:19:10+00:00	9	hengck23	Grandmaster	silver	4	0	386318	competition-hosting	['Levels', 'AI']
for hosting competition  I tried cloning the competitions at kaggle list of cloneable competitions. However  the data is not getting cloned. Where to get ready data i.e.  csv files for training  testing  solution and submission sample  Artificial Intelligence   discussions?tags 12101-Artificial Intelligence  Beginner   discussions?tags 13102-Beginner  Intermediate   discussions?tags 13103-Intermediate  Classification   discussions?tags 13302-Classification  Categorical   discussions?tags 6603-Categorica	Ready data sets for hosting competitions	['Artificial Intelligence', 'Beginner', 'Intermediate', 'Classification', 'Categorical']	2023-04-14T07:48:41+00:00	-2	crsuthikshnkumar	Expert		1	0	401637	competition-hosting	['Levels', 'AI']
The recent OTTO     Multi-Objective Recommender System competition has ended.  I observed some very novel solution ideas that i would like to try. This is what i want to do 1. Re implement some of the solution write ups. Combine and improve on them. 2. So I setup a community competition to re-host the dataset. 3. Invite kagglers to join. 4. Unlike the other kaggle competitions  this is mainly for learning. So we can discuss and share code  etc. 5. Personally  i want to stream live coding and have live Q A each week. you can think of this as a mass data science tutorial with some  leading the implementation  and other learns by following.  Different from the usual discussion forum  we have live interaction  kind of one-to-many tutor system. So in the end we would have repeated 1 solution each week  with detailed experiment analysis  etc      for two months And is there a legal or other issue to re-host the dataset?  For the evaluation script it would be redirecting post submission results Is this allow?  Am are other kagglers interested in this? Please give me your feedback	Can i use community competition to conduct lesson on past competitions?		2023-02-01T12:03:21+00:00	6	hengck23	Grandmaster	silver	3	0	382893	competition-hosting	['General']
Hello everyone  I hope you all are doing well. I wanted to take a moment to talk about the importance of weekly competitions on Kaggle s Playground. As you know  Kaggle provides a platform for learners and professionals alike to work on real-world problems and showcase their skills in data science and machine learning. One of the best ways to improve our skills and learn from others is through competitions. Recently  I have noticed that the Playground competitions on Kaggle have become a fortnightly event  which is less frequent than before. While I understand the need for change and optimization  I strongly believe that having weekly competitions is more beneficial for learners. Weekly competitions provide us with a consistent opportunity to practice our skills  learn new techniques  and get feedback from our peers. They also help us stay engaged with the Kaggle community and foster a sense of healthy competition. Therefore  I would like to request Kaggle to restore the weekly Playground competitions so that we can continue to learn and grow as data scientists. I encourage everyone to share their thoughts and support for this cause. Thank you for your time and happy learning	Importance of Weekly Competitions on Kaggle's Playground		2023-03-18T01:52:49+00:00	9	gauravduttakiit	Master	silver	10	0	395624	competition-hosting	['General']
Hello  My understanding is that the FScoreBetaMicro metric uses micro averaging for its calculation of precision and recall. However under the micro averaging scheme Precision   TP    TP   FP  Where TP   total true positive over all classes  FP   total False positive over all classes. Recall   TP     TP   FN   where FN   total false negatives over all classes. For a multiclass classifier  by definition FN   FP So with micro averaging precision   recall. Based on this for the Kaggle FScoreBetaMicro the value of beta will have no effect since precision and recall will always be the same as each other. Am I missing something? thanks  Tracey	FScoreBetaMicro micro averaging		2023-01-06T21:04:43+00:00	1	traceylall	Novice		0	0	376545	competition-hosting	['General']
Hello guys  I am a new on Kaggle and I started my own competition first time here. And I guess I messed it up. Can you help me as fast as possible? First of all  this is my competition - - and I welcome everyone to be a part of it  But mainly and secondly  I guess there is  are?  a problem s?  with my test and solution files. The accuracy metric of my competition is Categorization Accuracy. It requires  I guess  string Category and Id columns in solution.csv. So  it is a classic binary classification task  1 or 0 . And I don t know why  but If you try to load a solution file to my competition  which contains ONLY 1s or ONLY 0s you still will get 0 accuracy. You always get 0 accuracy in my comp. Why? Can you look at my data preparing code and say  what I am doing wrong?  CODE  CODE	I need your immediate help!		2023-03-24T07:21:26+00:00	3	kindspidey787	Contributor	bronze	4	0	397126	competition-hosting	['AI']
Dear Kaggle  I try to finish setting up a competition  link at the end of the post  but I fail to complete the solution mapping step. I can successfully upload the solution file  select the columns for the mapping but things fail when clicking on the  Set solution mapping   Looking at the browser console  it pops      URL  I once though my solution file was too large  a 500MB csv  and reduced it down to 135MB with only 2M entries or so but it still fails. Thank you for your help. Competition link	"""Set solution mapping"" failing with an Uncaught exception"		2022-12-08T21:46:59+00:00	1	fixjer	Contributor		2	0	371256	competition-hosting	['General']
Hi I cloned a competition and submitted a notebook but my score is not visible in the leaderboard     I think I can submit the notebook as a host right? Please do help me with this	my score is not seen in the leaderboard in the cloned competition		2023-03-16T08:49:49+00:00	1	janani90	Contributor	bronze	1	0	395201	competition-hosting	['General']
We are a team of a few universities and we plan to launch a competition on Kaggle.  We are a bit stuck around the evaluation metric section  we understood that in the non-free plan you can use a custom evaluation metric.  Does this have any constraints? lets say I would want the users to submit a matrix as a solution instead of a row of predicted values  can something like that be achieved? Another question is regarding the leaderboard  can I provide multiple metric for each submission in the leaderboard?	Limitation of evaluation in a competition.		2023-03-07T15:56:08+00:00	4	thomaskonstantin	Master	bronze	1	0	393000	competition-hosting	['General']
Dear kaggle  When hosting a competition the students all join at the same time  from the same classroom IP address   but some of them seem to get the following situation  with  as far as I can tell  no specific motivation    You have exceeded the quota for this request. Please wait a bit and try again later.        URL  My question is   How long is the cool-down period before those affected should make a new attempt to verify their account? All the best   carl Update Even after 24 hours the students were  still  unable to verify their accounts.	[Competition Hosting] Account verification - Â¿Cool-down period?		2023-02-06T12:26:48+00:00	3	carlmcbrideellis	Grandmaster	bronze	0	0	384060	competition-hosting	['General']
Im trying to host a kaggle community competition  I made this competition as a private comp  Only people with a link . But seems like   people can not access the competition page   using that link  it gives 404  We can t find that page . And also when I add someone as a host they   do not get any notification or mail   regarding that. Please look into this  it makes a lot of problem when a group of people try to host a competition together.	BUG: Adding Host and Participant Access with link, is not working!		2023-01-12T17:27:03+00:00	2	soumya9977	Expert	bronze	3	0	377758	competition-hosting	['General']
I am trying to set up my competition I am not able to set solution mapping. I can upload my solution file  but when I click on set solution mapping the circle spins for 1-2 hours and after that  I get an  Unexpected response  message  see screenshots below . My solution file in the ideal case would have around 1.100.000 rows and it looks like this  CODE    I have tried   different browsers   incognito tabs   restart PC and browsers   smaller number of samples in solution file   690.000  When I inspect network activity  every 20 seconds it creates a new POST request named  WaitForCompetitionAdminEvaluationEvent  that ends up with  status   COMPETITION _ADMIN _EVALUATION _EVENT _STATUS _TIMED _OUT . Did anybody have a similar problem? How to solve this? Below is the picture.      URL       URL	"""Set solution mapping"" hanging forever with repeated ""WaitForCompetitionAdminEvaluationEvent"" ending with timed out"		2023-02-14T09:17:03+00:00	2	giggs8	Contributor	bronze	2	0	386717	competition-hosting	['General']
I want to host competition  multi class image segmentation  on kaggle  but I have some questions about the suitable evaluation metric for that  and how I should upload the data? the masks should be in run length encoding format? If that how the evaluation is done when the masks in run length encoding format? or I can upload in jpg png format.	Query about image segmentation competition		2023-02-05T17:48:42+00:00	2	samaribrahim	Contributor	bronze	1	0	383858	competition-hosting	['General']
As you can say  we could show our abilities in the job interviews. We need to say something challenging for getting the jobs. So how can we make the competitions useful for the interviews?	How to use the competitions for our jobs		2023-01-08T08:44:40+00:00	3	lizezhao	Contributor	bronze	7	0	376740	competition-hosting	['General']
Would it be possible for us to clone the  rock paper scissors   URL  tournament in the near future?	Making a rock paper scissors competition		2022-12-13T09:42:19+00:00	1	domdejonge	Expert		3	0	371931	competition-hosting	['General']
Hey all  The  Rock  Paper  Scissors   URL  Competition is now cloneable  You can now easily make your own copy of this competition to run for your class  event  or enjoyment    GIF showing how to create a new copy   URL  Please note that since a completely random strategy will win 50  time against any other strategy  the RPS leaderboards can not converge correctly with too many purely random agents. If you are running this competition I recommend limiting the submission of purely random agents if you want to make use of the leaderboard feature. Happy Kaggling  Bovard  on behalf of the Kaggle team	[Product Update] Rock, Paper, Scissors is now cloneable!		2022-12-15T20:14:02+00:00	17	bovard	Kaggle Stuff	gold	17	5	372405	competition-hosting	['General']
Hi kaggle team  I think I won a prize for this  competition   URL  But the host of the competition have not recognized my rank and prize. Is there anything I can do? I tried to reach out to the host at the competition discussion. But no reply yet.      URL	I think I got a prize, but the host no reply and recognition		2023-08-07T08:38:30+00:00	3	shanghaigroom	Novice	bronze	4	0	429795	competition-hosting	['General']
The competition hosts can consider organising stock Market prediction competitions.   the particular stocks to be predicted are selected and competition rules is to predict the  prices accurately for 1 month after the deadline of final submission.  -Data for the stocks are also provided. This will be code competition.   the code submissions are evaluated for month with real stock prices data and winners are  announced based on the best scores.   This can be extended to price prediction of commodities etc.   Looking forward to such competitions.  Artificial Intelligence   discussions?tags 12101-Artificial Intelligence  Investing   discussions?tags 16371-Investing  Intermediate   discussions?tags 13103-Intermediate  Advanced   discussions?tags 13104-Advanced  Time Series Analysis   discussions?tags 13209-Time Series Analysi	Stock Market Prediction Competition	['Artificial Intelligence', 'Investing', 'Intermediate', 'Advanced', 'Time Series Analysis']	2023-07-08T04:27:26+00:00	4	crsuthikshnkumar	Expert	bronze	3	0	422050	competition-hosting	['Levels', 'Finance', 'AI']
I was in the process of creating a competition  but it wouldn t really fall under the supervised learning framework. Any way to provide a more custom evaluation function ?	Custom evaluation ?		2023-06-20T08:44:06+00:00	4	lucasmorin	Grandmaster	bronze	1	0	418366	competition-hosting	['General']
I observe that Kaggle competitions can be utilized for conducting short polls.  The submission.csv file can be filled as per the individual preferences for voting.   Then the votes can be cast by submission. This is an innovative idea useful for  conducting opinion polls  market surveys  collecting feedbacks etc. The scripts in  Kaggle competition can consolidate the votes polled and display the results   Kaggle may provide templates for poll conduction.  Ratings and Reviews   discussions?tags 16302-Ratings and Reviews  Beginner   discussions?tags 13102-Beginner  Intermediate   discussions?tags 13103-Intermediate  Advanced   discussions?tags 13104-Advanced  Survey Analysis   discussions?tags 13213-Survey Analysi	Conducting Polling using Kaggle Competition	['Ratings and Reviews', 'Beginner', 'Intermediate', 'Advanced', 'Survey Analysis']	2023-06-07T09:01:38+00:00	6	crsuthikshnkumar	Expert	bronze	1	0	415609	competition-hosting	['Levels']
I cant seem to to help my colleague be an owner of the notebook	Can 2 user be owners to the same notebook in competitions?		2023-05-25T17:47:13+00:00	4	omarsobhy14	Expert	bronze	5	0	412902	competition-hosting	['General']
Dear Kagglers   I hope this message finds you well and thriving in your data science journey  I am writing to extend a warm invitation to join me in an exciting competition hosted on Kaggle  titled  Predict Student Performance from Game Play.   Competition link   As data enthusiasts  we recognize the immense value of predicting student performance and understanding the underlying factors that contribute to academic success. This competition provides a unique opportunity to leverage machine learning techniques and explore the relationship between game play and student achievement.  By participating in this competition together  we can collaborate  share ideas  and learn from each other s approaches. Whether you are a seasoned Kaggle competitor or just starting your data science journey  I believe this competition will offer valuable insights and foster growth in our skills.  Here are a few reasons why I think this competition is worth our time  Real-world Impact Predicting student performance has significant implications for educational institutions and policymakers. Our contributions can help in identifying effective teaching strategies and interventions.  Diverse Data The dataset provided for this competition encompasses a wide range of variables related to student game play. This presents an exciting challenge and an opportunity to apply various techniques to extract meaningful patterns.  Community Engagement Kaggle competitions foster a vibrant community of data scientists. By participating  we can connect with like-minded individuals  exchange ideas  and even form lasting collaborations.  I am enthusiastic about this competition and would be delighted to have you as a teammate. Together  we can combine our skills  creativity  and knowledge to develop innovative solutions and make an impact in the field of education.  If you are interested in joining forces  please let me know by replying to this message. We can discuss our strategies  coordinate our efforts  and support each other throughout the competition.  Let s embark on this data science adventure together and contribute to predicting student performance from game play   Best regards   Shavilya Rajput.	"Invitation to Participate in the ""Predict Student Performance from Game Play"" Kaggle Competition"		2023-05-12T17:06:51+00:00	1	shavilyarajput	Expert		1	0	409815	competition-hosting	['General']
Hey  i am trying to understand the way how Kaggle understands what type of encoding is used in order to represent the annotations for computer vision problems.  I see everywhere the RLE. But can I use bounding boxes  if so  then whether it is  CODE or  CODE  ? And what should choose for object detection with more than 2 classes  so it becomes smth like  CODE  ?  Thank you in advance	All the possible encodings for detection and segmentation		2023-04-24T14:58:53+00:00	1	codealist	Contributor		0	0	403727	competition-hosting	['General']
Dear Kagglers  I m facing a problem generating a new competition and I was hoping you could help me. I followed the instructions and completed all the steps to generate a competition. But it keeps showing a metric error in the checklist.       URL  I use the mae for a simply regression and the benchmark is created successfully.       URL  Here is the setting of the evaluation       URL	Can not host a competition because all metrics are in an invalid state: Legacy		2023-04-17T19:54:15+00:00	1	yiranhuang2022	Novice		3	0	402302	competition-hosting	['AI']
Dear kaggle  At the moment the minimum resolution for the Competition Header Image should be at least 1900 x 400.   Finding creating such an image can be somewhat challenging. Also  the header image never occupies the full width of a standard monitor  the image seems to use only around 60  of the full width  so I think this requirement could perhaps be relaxed a little  to maybe even 1200 x 250? All the best   carl	Reduce minimum resolution for competition header image?		2023-04-06T09:13:44+00:00	3	carlmcbrideellis	Grandmaster	bronze	0	0	399964	competition-hosting	['General']
We are happy to announce that  Lux AI Season 1   URL  is now cloneable  It joins our growing  library of cloneable simulation competitions   URL    Screencast of making a copy of the lux ai competition   URL  Big thanks to  USER_stonet2000   URL  and  USER_pisalux   URL    Please let me know if you have any questions or comments	[Product Update] Run your own copy of Lux AI 2021 now!		2023-03-22T01:34:15+00:00	27	bovard	Kaggle Stuff	silver	15	0	396537	competition-hosting	['AI']
we are a research institution and we would like to launch an audio forgery detection competition on Kaggle. However  we are facing difficulties in setting up the allowed submission formats and custom evaluation metrics. We know that Featured Competitions allow for custom evaluation metrics  but we are not sure how much flexibility there is in terms of allowing for customization. Specifically 1   We would like participants to submit their trained models  e.g.  .pt  .ckpt  rather than a single line of predictions.  2   We would like to build our own custom script to evaluate participants  trained models. Can Featured Competitions meet our needs in the above two points? What are the specific steps or guidelines that we need to follow  or what resources can you provide to help us? Thank you	Custom indicator evaluation and player submission format restrictions		2023-03-09T11:39:46+00:00	1	zjzser	Contributor	bronze	1	0	393429	competition-hosting	['General']
URL  Over the past year  I have participated in quite a few competitions  and it has been a worthwhile learning experience as well. This year  as part of my community contribution  I organized a Kaggle competition with the support of CORD.ai for NLP enthusiasts. So here it is. We have quite a few competitors already at work on the leaderboard. If you are interested in the competition  arxiv paper classification  multi label classification please consider joining.     Link     Problem Statement The goal of this competition is to identify the categories associated to an research paper hosted on ArXiv. Originally a research paper can have one or more categories associated to it  if so then you need to predict the list of categories that belongs to that paper. Hence the problem statement is a multi-label classification problem.     Timeline January 27  2023  1030 PM IST  - Start Date.  February 13  2023  12 AM IST  - Final Submission Deadline. The competition organizers reserve the right to update the contest timeline if they deem it necessary.     Competition Host This Competition is only possible because of the CORD.ai community and its great members encouraging democratisation of AI research by means of collaboration. The competition is a part of the 1st edition of the Deep Learning Symposium organised by CORD  and we hope we will organise more great sessions and events like this in near future. If you resonate with the objective of CORD and want to be a part of this amazing community please fill up this  form   URL  and follow our socials     Website   URL     Twitter   URL     Linkedin   URL	New Community Competition: CORD.ai - Arxiv Paper Classification		2023-02-09T20:01:14+00:00	3	soumya9977	Expert	bronze	0	0	384858	competition-hosting	['AI']
I am unable to add tags to this overview page.       URL	How to add tags to a clone community competition?		2023-01-18T08:53:36+00:00	1	mitul3737	Contributor	bronze	3	0	379135	competition-hosting	['General']
Hello  I just wanted to clarify this    if it is ok to use a old research competition dataset for hosting a educational community competition?     There competition page  was no restrictions mentioned about the data usage.   I understand someone might also have asked the very same question previously  but still if someone Kaggle staff  can answer this  that would be very helpful. Thank you so much.	Is it ok to use a old research competition's data for a community competition?		2022-12-29T21:18:32+00:00	2	soumya9977	Expert	bronze	2	0	375000	competition-hosting	['General']
Hello   I would like to know how much is the required test set size  private one  for the evaluation  how many instance are required.  And what is the preferred size.	Test set size for the competition evaluation		2022-12-01T13:46:56+00:00	3	amdj3dax	Contributor		0	0	369806	competition-hosting	['General']
Hi there  How can I make one  or more  of my own competitions cloneable? I m teaching Data Science   ML courses and would like to find a way to efficiently re-use my own Kaggle in-class competitions from prior course offerings. Thank you    Anton	How can I make one (or more) of my own competitions cloneable?		2022-12-01T15:11:05+00:00	5	anton262	Novice	bronze	2	0	369827	competition-hosting	['AI']
Hi  I know that after the deadline no new submission is acceptable. I submitted my notebook before the deadline  but the main algorithm wasn t complete. I couldn t stop working on the problem because I really wanted to finish it. So I edited and saved my notebook after the submission deadline. I know in general the notebook edits are not acceptable after the deadline but I am wondering is there any way to ask competition hosts to accept the edited version after the deadline? I spent many hours on the final version and it is sad if that part to be ignored.	Is there any way to ask competition host to accept a notebook whose has been edited after the submision deadline?		2022-11-24T21:08:45+00:00	3	naghmehsh	Novice		1	0	368364	competition-hosting	['General']
Hey Kaggle  What happened to the Tabular Playground Series - Dec 2022 ? Is this the end of the Tabular competitions ?	Tabular Playground Series - Dec 2022		2022-12-02T03:49:04+00:00	9	alincijov	Grandmaster	silver	2	0	369943	competition-hosting	['General']
Hi  is there a way for me as competition host to see participants who joined the competition by accepting Kaggle Rules? Or I can only se submissions and shared Notebooks? Thanks   Matt	How to see participants who joined the competition by accepting rules		2022-11-29T08:42:04+00:00	2	mlcoig	Novice		1	0	369176	competition-hosting	['General']
Hello  I was working on a problem for 3 weeks  the deadline was November 10th  I submitted my algorithm in the last minutes  I had a hard time to make my notebook public because I kept getting error related to the size of my notebook  But I finally did it public in a very last minutes. Now I search my notebook but I can not find it. Could you please help me to understand what happened to my notebook?	late submission for a competition		2022-11-12T22:33:55+00:00	3	naghmehsh	Novice		2	0	365771	competition-hosting	['General']
Dear kaggle team  I have a  situation   I have cloned my competition   a few cosmetic changes everything fine. With the original competition I also provided a  CODE  notebook to get started with  to which I then also attached the dataset of the cloned competition with the idea that the students can copy edit and submit to get the ball rolling. However  as the notebook was not a   New Notebook   created from the new cloned competition  upon saving there is no   Submit   lozenge.   Do I have to create  yet  another  CODE  notebook from within the cloned competition in order to be able to directly   Submit   the predictions to the cloned competition? All the best   carl	[Solved] Transporting an example notebook across cloned competitions?		2022-11-03T19:20:27+00:00	9	carlmcbrideellis	Grandmaster	silver	1	0	363935	competition-hosting	['General']
Is there a way to contact the winner of a competition competition I m hosting to congratulate them? I can see their profile but can t figure out how to contact them.	Contacting Community Competition Winner		2022-11-15T00:50:09+00:00	2	willtudorevans	Contributor		3	0	366136	competition-hosting	['General']
Hey all  As an avid simulation competition enthusiast  I   m very excited to announce that we   ve made four of our simulation competitions cloneable  With the click of a button you can now create your own competition for your class  conference  event or hackathon    walkthrough of how to clone a competition   URL  To get started select from our list of cloneable simulation competitions or click one one of the links below       Kore 2022   URL   Use a fleet of spaceships to mine minerals before your opponents     kore   URL       Hungry Geese   URL   Don t. Stop. Eating. In this Kaggle themed snake game.     hungry geese   URL       Santa 2020 - The Candy Cane Contest   URL   Tackle the classing k-armed bandit problem with a holiday theme      k-arm bandit   URL       Connect X   URL   Connect your checkers in a row before your opponent      connect x   URL  Please comment below with any questions  comments  or suggestions  Happy Kaggling  Bovard  on behalf of the Kaggle Team	[Product Update] Run your own simulation competitions!		2022-11-30T05:38:57+00:00	20	bovard	Kaggle Stuff	gold	7	0	369411	competition-hosting	['General']
Hi Kaggle  A society I am a member of is considering setting up a community competition in the next few months to run during their annual conference. We know community competitions cannot formally award prize money via the online platform  but would it be OK for us to provide small prizes  offline  in person at the conference  or would that be a breach of the Kaggle teams and conditions? BW EDIT Also  if our prizes were not given out in person  but rather at a later date via email correspondence etc.  would that change matters?	Rules about prize money in community competitions		2022-11-04T15:34:35+00:00	11	jamesphoward	Master	silver	4	0	364101	competition-hosting	['General']
Hi  I want to host a community competition on Kaggle. Our task is to do sentiment analysis on multiple aspect. The sample submission will look like this  CODE  Currently  I try to use  CODE  evaluation metric  but it gives an error  sequence contains more than one element  in the sandbox. I think it happens because we currently have multiple Categories. So  what is the best evaluation metric  in Kaggle Competition  for this kind of task? Thank you  Multilabel Classification   discussions?tags 16636-Multilabel Classificatio	Multi Label Classification Metrics	['Multilabel Classification']	2022-11-19T22:05:21+00:00	7	rianadam	Contributor	bronze	5	0	367255	competition-hosting	['AI']
Welcome back for another installment of     Cloneable Competitions for the Classroom     where we show you step-by-step how to copy and launch one of our  cloneable competitions   URL  in less than 15 minutes  This time we are featuring an  Audio Binary Classification Competition   URL      Quick look    Name   Don   t call me turkey    URL     Skills  Audio binary classification    Summary  Build a model on a series of audio files to determine if they are made by a turkey or not.     In this competition you are tasked with finding the turkey sound signature from pre-extracted audio features. A simple binary problem  or is it? What does a turkey really sound like? How many sounds are similar? Will you be able to find the turkey or will you go a-fowl?           The Data Check out the EDA section of  this notebook   URL  from  USER_frtgnn   URL  for a good exploratory data analysis.   graph showing target label counts   URL     Creation       Creation Steps 1. Copy the competition 2. Make edits and launch     Step 1 Copy the competition   gif showing steps to clone the competition   URL  1. Go to the  competition overview   URL  2. Click the three dots in the upper right 3. Click    Make a Copy    4. Chose a name 1. Suggested Audio Classification Competition - your class group event 5. Chose a url 1. Suggested audio-classification-competition-your-class-group-event 6. Select Limited 7. Click    Continue    At this point you should have your own copy of the competition  Before you launch  however  you should make some edits.     Step 2 Recommended Edits   Overview Tab   Timeline - Update to your timeline   Prizes - Remove this page or update with class rules   Host Tab   Settings - Update the Brief Description   Mention your class event - Update the Deadline   Rules Tab   Replace with the rules for your event   Include things like rules on sharing and team mergers At this point  heading over the Host tab  the    Launch Checklist    should say you are ready for launch  You can either schedule the launch for a specific time or launch right away. Participants will not be able to see or join the competition until it has launched.     Helpful tips 1. This competition is    on your honor    not to include the test data in your training. This would not be suitable for competitions where you need this information to be hidden. 2. Encourage participants to create and share their notebooks  3. There are a ton of high quality notebooks on the  original competition   URL  you can quickly pull interesting models and create lessons around. 4. Encourage participants to help each other on the discussions forum  5. There is a limited number of submissions per day  if you want to run a hackathon or event consider increasing it. This can be edited in the host -  settings tab. If you get stuck please comment below - I   m sure I   ve left out a step somewhere and your questions will help others. Happy Hosting	ð¦ Run Your Own Audio Classification Competition!		2022-11-08T20:51:29+00:00	7	bovard	Kaggle Stuff	bronze	1	0	364886	competition-hosting	['Data Science', 'AI']
Can t upload solution.csv and sample _solution.csv file while hosting a compeition.	Your request is taking a while to complete, please be patient and do not make more changes.		2022-12-07T04:13:17+00:00	3	k2harshit	Contributor	bronze	7	0	370908	competition-hosting	['General']
So far I ve set up a dummy competition as host to ensure I understand everything before going  live . I ve tried submitting a solution  from a different account  along with a Notebook file to test what I can see from my end as Competition Host. So far  however  I can only see their score on the Public Leaderboard but cannot see the Notebook submitted along with that prediction. How do I see that Notebook submission as Competition Host?	If someone submits a Notebook along with their Prediction/FileUpload file, how do I view it as Competition Host?		2022-10-31T03:39:33+00:00	4	willtudorevans	Contributor	bronze	2	1	363096	competition-hosting	['General']
I m hosting an in-class competition    and now want to update the test dataset that we use for evaluation. I can upload the solution file  but can t do solution mapping. When I do it  I get the following errors in the web console  CODE  Is it a bug? How can I update the solution for an ongoing competition?	Cannot update a solution file		2022-11-30T13:58:10+00:00	3	agrigorev	Master	bronze	1	0	369563	competition-hosting	['General']
I m trying to host a new competition using LevenshteinMean as the evaluation metric. I m able to select the metric and add my solution file. I m also able to set the Public Private leaderboard sampling. However  when I upload a sample submission  the  column mapping  interface never shows in the UI. There is no spinner or anything to indicate something happening. Additionally  if I go to the Sandbox Submissions page  I do see the sample files I ve uploaded with an error   I ve tried   Exactly matching the column names shown in the UI to  CODE  and  CODE    Simplifying my example input  by making it uniform  just in case there were weird characters or something    Changing the evaluation metric to MeanFScore  with the same result   Using both Chrome and Firefox My solution file looks like  CODE  My sample submission file looks like  CODE  Any guidance? See screenshots below.      URL       URL       URL       URL	Unable to map columns for a sample submission evaluated with LevenshteinMean		2022-10-26T16:42:02+00:00	3	dwhitena	Contributor	bronze	3	0	362314	competition-hosting	['General']
I am hosting a private competition on Kaggle. The competition has been launched  and some users have already joined the competition and uploaded a submission. I am trying to invite users to my team  but every time I get an error saying  One or more of the teams in the requested merge was created after the competition deadline   see attached image . The competition deadline is still two weeks away  so that can t be it. Any help with this would be appreciated.   Thanks   Shamel  kaggle _team.jpg   URL	Unable to add users to my team		2022-11-22T21:19:33+00:00	4	shameladdas	Contributor		1	0	367984	competition-hosting	['General']
To help you learn more about the evaluation metrics available  we ve created a table listing all of the competitions where these metrics were used  Kaggle Evaluation Metrics   URL  Follow the link in the  CODE  field and look under the   Evaluation   tab for documentation about the metric and what kind of submission file it expects.	Evaluation Metrics		2022-10-25T15:40:53+00:00	37	ryanholbrook	Kaggle Stuff	gold	24	4	362102	competition-hosting	['General']
Hey all  We have revamped our  competition creation experience   competitions new     image of new competition creation   URL  This allows us to surface a lot of the other support we ve added for hosts including re-running previous competitions  running one of 40  Kaggle competitions we ve made available  or getting support in this forum. Please let me know any questions  comments or concerns you have with the new design. Best  Bovard on behalf of the Kaggle team	[Product Update] New Competition Creation Experience		2022-11-11T17:59:53+00:00	24	bovard	Kaggle Stuff	gold	10	2	365536	competition-hosting	['General']
